,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
111,Malignant neoplasm progression,,1.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
112,Metastatic neoplasm,,3.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
113,Neoplasm malignant,,12.0,2.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
114,Squamous cell carcinoma,,4.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
115,Neoplasms unspecified malignancy and site unspecified NEC,,,,Neoplasms,,2,astra,Table 24
116,Neoplasm,,1.0,0.0,Neoplasms,Neoplasms unspecified malignancy and site unspecified NEC,3,astra,Table 24
117,Neoplasm recurrence,,8.0,0.0,Neoplasms,Neoplasms unspecified malignancy and site unspecified NEC,3,astra,Table 24
118,Nervous system neoplasms unspecified malignancy NEC,,,,Neoplasms,,2,astra,Table 24
119,Brain neoplasm,,7.0,1.0,Neoplasms,Nervous system neoplasms unspecified malignancy NEC,3,astra,Table 24
120,Meningioma,,4.0,0.0,Neoplasms,Nervous system neoplasms unspecified malignancy NEC,3,astra,Table 24
121,Schwannoma,,1.0,0.0,Neoplasms,Nervous system neoplasms unspecified malignancy NEC,3,astra,Table 24
122,Neuromas,,,,Neoplasms,,2,astra,Table 24
123,Acoustic neuroma,,5.0,0.0,Neoplasms,Neuromas,3,astra,Table 24
124,Non-Hodgkin's lymphomas NEC,,,,Neoplasms,,2,astra,Table 24
125,Cutaneous lymphoma,,1.0,0.0,Neoplasms,Non-Hodgkin's lymphomas NEC,3,astra,Table 24
126,Non-Hodgkin's lymphoma,,1.0,0.0,Neoplasms,Non-Hodgkin's lymphomas NEC,3,astra,Table 24
127,Non-small cell neoplasms malignant of the respiratory tract cell type specified,,,,Neoplasms,,2,astra,Table 24
128,Lung adenocarcinoma,,1.0,1.0,Neoplasms,Non-small cell neoplasms malignant of the respiratory tract cell type specified,3,astra,Table 24
129,Ocular neoplasms benign,,,,Neoplasms,,2,astra,Table 24
130,Eye naevus,,4.0,0.0,Neoplasms,Ocular neoplasms benign,3,astra,Table 24
131,Oesophageal neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
132,Oesophageal cancer metastatic,,6.0,0.0,Neoplasms,Oesophageal neoplasms malignant,3,astra,Table 24
133,Oesophageal carcinoma,,4.0,0.0,Neoplasms,Oesophageal neoplasms malignant,3,astra,Table 24
134,Oesophageal squamous cell carcinoma,,1.0,0.0,Neoplasms,Oesophageal neoplasms malignant,3,astra,Table 24
135,Oncologic complications and emergencies,,,,Neoplasms,,2,astra,Table 24
136,Cancer fatigue,,4.0,0.0,Neoplasms,Oncologic complications and emergencies,3,astra,Table 24
137,Cancer pain,,2.0,0.0,Neoplasms,Oncologic complications and emergencies,3,astra,Table 24
138,Intracranial tumour haemorrhage,,1.0,0.0,Neoplasms,Oncologic complications and emergencies,3,astra,Table 24
139,"Oropharyngeal, nasopharyngeal and tonsillar neoplasms malignant and unspecified",,,,Neoplasms,,2,astra,Table 24
140,Tonsil cancer,,3.0,0.0,Neoplasms,"Oropharyngeal, nasopharyngeal and tonsillar neoplasms malignant and unspecified",3,astra,Table 24
141,Ovarian neoplasms malignant (excl germ cell),,,,Neoplasms,,2,astra,Table 24
142,Ovarian cancer,,10.0,0.0,Neoplasms,Ovarian neoplasms malignant (excl germ cell),3,astra,Table 24
143,Ovarian cancer recurrent,,1.0,0.0,Neoplasms,Ovarian neoplasms malignant (excl germ cell),3,astra,Table 24
144,Ovarian cancer stage IV,,1.0,0.0,Neoplasms,Ovarian neoplasms malignant (excl germ cell),3,astra,Table 24
145,Pancreatic neoplasms malignant (excl islet cell and carcinoid),,,,Neoplasms,,2,astra,Table 24
146,Pancreatic carcinoma,,5.0,0.0,Neoplasms,Pancreatic neoplasms malignant (excl islet cell and carcinoid),3,astra,Table 24
147,Pancreatic carcinoma metastatic,,1.0,0.0,Neoplasms,Pancreatic neoplasms malignant (excl islet cell and carcinoid),3,astra,Table 24
148,Paranasal sinus and nasal cavity neoplasms malignant and unspecified,,,,Neoplasms,,2,astra,Table 24
149,Nasal cavity cancer,,1.0,0.0,Neoplasms,Paranasal sinus and nasal cavity neoplasms malignant and unspecified,3,astra,Table 24
150,Penile neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
151,Penile cancer,,1.0,0.0,Neoplasms,Penile neoplasms malignant,3,astra,Table 24
152,Plasma cell myelomas,,,,Neoplasms,,2,astra,Table 24
153,Plasma cell myeloma,,3.0,0.0,Neoplasms,Plasma cell myelomas,3,astra,Table 24
154,Plasmacytoma,,1.0,0.0,Neoplasms,Plasma cell myelomas,3,astra,Table 24
155,Plasma cell neoplasms NEC,,,,Neoplasms,,2,astra,Table 24
156,Hypergammaglobulinaemia benign monoclonal,,2.0,0.0,Neoplasms,Plasma cell neoplasms NEC,3,astra,Table 24
157,Prostatic neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
158,Prostate cancer,,7.0,0.0,Neoplasms,Prostatic neoplasms malignant,3,astra,Table 24
159,Renal neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
160,Clear cell renal cell carcinoma,,2.0,0.0,Neoplasms,Renal neoplasms malignant,3,astra,Table 24
161,Neoplasms               Neoplasms cont'd,,,,Neoplasms,,2,astra,Table 24
162,Metastatic renal cell carcinoma,,1.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
163,Renal cancer,,2.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
164,Reproductive neoplasms female benign NEC,,,,Neoplasms,,2,astra,Table 24
165,Benign hydatidiform mole,,1.0,0.0,Neoplasms,Reproductive neoplasms female benign NEC,3,astra,Table 24
166,Reproductive neoplasms male benign NEC,,,,Neoplasms,,2,astra,Table 24
167,Testicle adenoma,,2.0,0.0,Neoplasms,Reproductive neoplasms male benign NEC,3,astra,Table 24
168,Respiratory tract and pleural neoplasms malignancy unspecified NEC,,,,Neoplasms,,2,astra,Table 24
169,Maxillofacial sinus neoplasm,,1.0,0.0,Neoplasms,Respiratory tract and pleural neoplasms malignancy unspecified NEC,3,astra,Table 24
170,Respiratory tract and pleural neoplasms malignant cell type unspecified NEC,,,,Neoplasms,,2,astra,Table 24
171,Bronchial carcinoma,,5.0,0.0,Neoplasms,Respiratory tract and pleural neoplasms malignant cell type unspecified NEC,3,astra,Table 24
172,Lung cancer metastatic,,1.0,0.0,Neoplasms,Respiratory tract and pleural neoplasms malignant cell type unspecified NEC,3,astra,Table 24
173,Lung neoplasm malignant,,13.0,0.0,Neoplasms,Respiratory tract and pleural neoplasms malignant cell type unspecified NEC,3,astra,Table 24
174,Throat cancer,,1.0,0.0,Neoplasms,Respiratory tract and pleural neoplasms malignant cell type unspecified NEC,3,astra,Table 24
175,Respiratory tract small cell carcinomas,,,,Neoplasms,,2,astra,Table 24
176,Small cell lung cancer,,1.0,0.0,Neoplasms,Respiratory tract small cell carcinomas,3,astra,Table 24
177,Salivary gland neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
178,Salivary gland cancer stage 0,,1.0,0.0,Neoplasms,Salivary gland neoplasms malignant,3,astra,Table 24
179,Salivary gland cancer stage III,,1.0,0.0,Neoplasms,Salivary gland neoplasms malignant,3,astra,Table 24
180,Skin melanomas (excl ocular),,,,Neoplasms,,2,astra,Table 24
181,Acral lentiginous melanoma stage III,,1.0,0.0,Neoplasms,Skin melanomas (excl ocular),3,astra,Table 24
182,Malignant melanoma,,4.0,0.0,Neoplasms,Skin melanomas (excl ocular),3,astra,Table 24
183,Malignant melanoma in situ,,3.0,0.0,Neoplasms,Skin melanomas (excl ocular),3,astra,Table 24
184,Metastatic malignant melanoma,,1.0,0.0,Neoplasms,Skin melanomas (excl ocular),3,astra,Table 24
185,Skin neoplasms benign,,,,Neoplasms,,2,astra,Table 24
186,Acrochordon,,7.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
187,Anogenital warts,,4.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
188,Haemangioma of skin,,18.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
189,Melanocytic naevus,,5.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
190,Seborrhoeic keratosis,,2.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
191,Skin papilloma,,29.0,0.0,Neoplasms,Skin neoplasms benign,3,astra,Table 24
192,Skin neoplasms malignant and unspecified (excl melanoma),,,,Neoplasms,,2,astra,Table 24
193,Basal cell carcinoma,,6.0,0.0,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),3,astra,Table 24
194,Bowen's disease,,1.0,0.0,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),3,astra,Table 24
195,Neoplasm skin,,1.0,0.0,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),3,astra,Table 24
196,Skin cancer,,8.0,0.0,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),3,astra,Table 24
197,Squamous cell carcinoma of skin,,1.0,0.0,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),3,astra,Table 24
198,Soft tissue neoplasms benign NEC,,,,Neoplasms,,2,astra,Table 24
199,Knuckle pads,,1.0,0.0,Neoplasms,Soft tissue neoplasms benign NEC,3,astra,Table 24
200,Lipoma,,10.0,0.0,Neoplasms,Soft tissue neoplasms benign NEC,3,astra,Table 24
201,Thyroid neoplasms benign,,,,Neoplasms,,2,astra,Table 24
202,Benign neoplasm of thyroid gland,,1.0,0.0,Neoplasms,Thyroid neoplasms benign,3,astra,Table 24
203,Thyroid adenoma,,1.0,0.0,Neoplasms,Thyroid neoplasms benign,3,astra,Table 24
204,Uterine neoplasms benign,,,,Neoplasms,,2,astra,Table 24
205,Uterine leiomyoma,,16.0,0.0,Neoplasms,Uterine neoplasms benign,3,astra,Table 24
206,Uterine neoplasms malignant NEC,,,,Neoplasms,,2,astra,Table 24
207,Uterine cancer,,4.0,0.0,Neoplasms,Uterine neoplasms malignant NEC,3,astra,Table 24
208,Vulval neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
209,Squamous cell carcinoma of the vulva,,1.0,0.0,Neoplasms,Vulval neoplasms malignant,3,astra,Table 24
210,Vulval cancer,,1.0,0.0,Neoplasms,Vulval neoplasms malignant,3,astra,Table 24
211,Neoplasms SOC TOTAL,,458.0,8.0,Neoplasms,Vulval neoplasms malignant,4,astra,Table 24
212,Nervous system disorders,,,,Nervous system disorders,,1,astra,Table 24
213,Abnormal reflexes,,,,Nervous system disorders,,2,astra,Table 24
214,Areflexia,,35.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
215,Extensor plantar response,,3.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
216,Hyperreflexia,,9.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
217,Hyporeflexia,,22.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
218,Poor sucking reflex,,4.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
219,Reflexes abnormal,,1.0,0.0,Nervous system disorders,Abnormal reflexes,3,astra,Table 24
220,Abnormal sleep-related events,,,,Nervous system disorders,,2,astra,Table 24
221,Sleep paralysis,,25.0,0.0,Nervous system disorders,Abnormal sleep-related events,3,astra,Table 24
222,Absence seizures,,,,Nervous system disorders,,2,astra,Table 24
223,Petit mal epilepsy,,42.0,0.0,Nervous system disorders,Absence seizures,3,astra,Table 24
224,Acute polyneuropathies,,,,Nervous system disorders,,2,astra,Table 24
225,Acute motor axonal neuropathy,,6.0,0.0,Nervous system disorders,Acute polyneuropathies,3,astra,Table 24
226,Acute polyneuropathy,,3.0,0.0,Nervous system disorders,Acute polyneuropathies,3,astra,Table 24
227,Guillain-Barre syndrome,,442.0,4.0,Nervous system disorders,Acute polyneuropathies,3,astra,Table 24
228,Miller Fisher syndrome,,26.0,0.0,Nervous system disorders,Acute polyneuropathies,3,astra,Table 24
229,Subacute inflammatory demyelinating polyneuropathy,,4.0,0.0,Nervous system disorders,Acute polyneuropathies,3,astra,Table 24
230,Alzheimer's disease (incl subtypes),,,,Nervous system disorders,,2,astra,Table 24
231,Dementia Alzheimer's type,,1.0,0.0,Nervous system disorders,Alzheimer's disease (incl subtypes),3,astra,Table 24
232,Mixed dementia,,1.0,0.0,Nervous system disorders,Alzheimer's disease (incl subtypes),3,astra,Table 24
233,Auditory nerve disorders,,,,Nervous system disorders,,2,astra,Table 24
234,Acoustic neuritis,,1.0,0.0,Nervous system disorders,Auditory nerve disorders,3,astra,Table 24
235,Autonomic nervous system disorders,,,,Nervous system disorders,,2,astra,Table 24
236,Autonomic nervous system imbalance,,20.0,0.0,Nervous system disorders,Autonomic nervous system disorders,3,astra,Table 24
237,Autonomic neuropathy,,2.0,0.0,Nervous system disorders,Autonomic nervous system disorders,3,astra,Table 24
238,Horner's syndrome,,2.0,0.0,Nervous system disorders,Autonomic nervous system disorders,3,astra,Table 24
239,Orthostatic intolerance,,7.0,0.0,Nervous system disorders,Autonomic nervous system disorders,3,astra,Table 24
240,Central nervous system aneurysms and dissections,,,,Nervous system disorders,,2,astra,Table 24
241,Carotid artery aneurysm,,1.0,0.0,Nervous system disorders,Central nervous system aneurysms and dissections,3,astra,Table 24
242,Carotid artery dissection,,1.0,0.0,Nervous system disorders,Central nervous system aneurysms and dissections,3,astra,Table 24
243,Intracranial aneurysm,,3.0,1.0,Nervous system disorders,Central nervous system aneurysms and dissections,3,astra,Table 24
244,Vertebral artery dissection,,3.0,0.0,Nervous system disorders,Central nervous system aneurysms and dissections,3,astra,Table 24
245,Central nervous system haemorrhages and cerebrovascular accidents,,,,Nervous system disorders,,2,astra,Table 24
246,Basal ganglia haemorrhage,,3.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
247,Basal ganglia stroke,,1.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
248,Basilar artery occlusion,,1.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
249,Basilar artery thrombosis,,4.0,1.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
250,Brain stem haemorrhage,,5.0,1.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
251,Brain stem infarction,,2.0,2.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
252,Brain stem stroke,,8.0,2.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
253,Brain stem thrombosis,,1.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
254,Carotid artery occlusion,,2.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
255,Carotid artery thrombosis,,10.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
256,Cerebellar haemorrhage,,5.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
257,Cerebellar infarction,,6.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
258,Cerebellar stroke,,11.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
259,Cerebral artery embolism,,11.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
260,Cerebral artery occlusion,,4.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
261,Cerebral artery thrombosis,,15.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
262,Cerebral haematoma,,13.0,1.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
263,Cerebral haemorrhage,,174.0,46.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
264,Cerebral infarction,,95.0,5.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
265,Cerebral ischaemia,,4.0,0.0,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,3,astra,Table 24
266,Nervous system disoNrdeervrsous system disorders cont'd,,,,Nervous system disorders,,2,astra,Table 24
267,Cerebral thrombosis,,37.0,3.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
268,Cerebral vascular occlusion,,2.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
269,Cerebrovascular accident,,1228.0,45.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
270,Embolic stroke,,20.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
271,Haemorrhage intracranial,,56.0,14.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
272,Haemorrhagic cerebral infarction,,3.0,1.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
273,Haemorrhagic stroke,,46.0,7.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
274,Haemorrhagic transformation stroke,,7.0,3.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
275,Internal capsule infarction,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
276,Intracranial haematoma,,8.0,1.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
277,Intraventricular haemorrhage,,6.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
278,Ischaemic cerebral infarction,,2.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
279,Ischaemic stroke,,152.0,7.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
280,Lacunar infarction,,5.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
281,Lacunar stroke,,24.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
282,Pseudostroke,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
283,Spinal cord haematoma,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
284,Spinal cord infarction,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
285,Spinal stroke,,3.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
286,Stroke in evolution,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
287,Subarachnoid haemorrhage,,113.0,7.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
288,Thalamic infarction,,1.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
289,Thalamus haemorrhage,,9.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
290,Thrombotic stroke,,14.0,0.0,Nervous system disorders,Nervous system disoNrdeervrsous system disorders cont'd,3,astra,Table 24
